,id_mutation,date_mutation,nature_mutation,valeur_fonciere,code_commune,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
8886,2018-453168,2018-06-06,Vente,313273.0,34172,Montpellier,Maison,77.0,4.0,sols,157.0
8889,2018-453169,2018-06-07,Vente,288000.0,34172,Montpellier,Maison,70.0,4.0,sols,250.0
8946,2018-453200,2018-06-06,Vente,254700.0,34172,Montpellier,Maison,96.0,4.0,sols,225.0
9001,2018-453233,2018-06-07,Vente,280000.0,34172,Montpellier,Maison,129.0,5.0,sols,436.0
9004,2018-453236,2018-06-05,Vente,799010.0,34172,Montpellier,Maison,173.0,5.0,sols,377.0
9052,2018-453266,2018-06-18,Vente,500000.0,34172,Montpellier,Maison,165.0,6.0,sols,345.0
9053,2018-453266,2018-06-18,Vente,500000.0,34172,Montpellier,Maison,165.0,6.0,terrains d'agrément,608.0
9055,2018-453268,2018-06-22,Vente,75000.0,34172,Montpellier,Maison,18.0,1.0,sols,43.0
9172,2018-453338,2018-06-15,Vente,220000.0,34172,Montpellier,Maison,85.0,4.0,sols,131.0
9173,2018-453339,2018-06-01,Vente,300000.0,34172,Montpellier,Maison,120.0,6.0,sols,560.0
9208,2018-453362,2018-06-25,Vente,180000.0,34172,Montpellier,Maison,126.0,4.0,sols,181.0
9253,2018-453389,2018-06-08,Vente,130000.0,34172,Montpellier,Maison,43.0,2.0,sols,84.0
9274,2018-453400,2018-06-22,Vente,390200.0,34172,Montpellier,Maison,111.0,5.0,sols,208.0
9295,2018-453414,2018-06-29,Vente,229000.0,34172,Montpellier,Maison,67.0,4.0,sols,205.0
9298,2018-453416,2018-06-28,Vente,249700.0,34172,Montpellier,Maison,61.0,4.0,sols,311.0
9395,2018-453470,2018-06-15,Vente,212500.0,34172,Montpellier,Maison,84.0,4.0,,
9440,2018-453497,2018-06-28,Vente,155500.0,34172,Montpellier,Maison,66.0,4.0,sols,368.0
9448,2018-453502,2018-06-25,Vente,750000.0,34172,Montpellier,Maison,120.0,5.0,jardins,1051.0
9449,2018-453502,2018-06-25,Vente,750000.0,34172,Montpellier,Maison,120.0,5.0,sols,1000.0
9508,2018-453542,2018-06-15,Vente,836100.0,34172,Montpellier,Maison,246.0,7.0,sols,588.0
9545,2018-453561,2018-02-26,Vente,240000.0,34172,Montpellier,Maison,159.0,5.0,sols,127.0
9912,2018-453774,2018-06-29,Vente,419500.0,34172,Montpellier,Maison,143.0,7.0,sols,700.0
9943,2018-453797,2018-06-26,Vente,280000.0,34172,Montpellier,Maison,151.0,5.0,sols,440.0
9984,2018-453815,2018-06-27,Vente,210000.0,34172,Montpellier,Maison,32.0,2.0,sols,57.0
10022,2018-453836,2018-07-04,Vente,347000.0,34172,Montpellier,Maison,100.0,4.0,sols,206.0
10031,2018-453843,2018-06-22,Vente,331300.0,34172,Montpellier,Maison,129.0,5.0,,
10036,2018-453847,2018-06-27,Vente,380000.0,34172,Montpellier,Maison,132.0,7.0,sols,519.0
10062,2018-453864,2018-06-27,Vente,287820.0,34172,Montpellier,Maison,103.0,5.0,,
10078,2018-453874,2018-06-15,Vente,290000.0,34172,Montpellier,Maison,60.0,4.0,sols,177.0
10201,2018-453924,2018-07-06,Vente,388600.0,34172,Montpellier,Maison,102.0,4.0,sols,40.0
10219,2018-453935,2018-06-29,Vente,185000.0,34172,Montpellier,Maison,78.0,4.0,sols,152.0
10220,2018-453936,2018-07-09,Vente,220000.0,34172,Montpellier,Maison,94.0,5.0,sols,74.0
10226,2018-453940,2018-07-09,Vente,414000.0,34172,Montpellier,Maison,145.0,7.0,sols,487.0
10251,2018-453954,2018-06-28,Vente,200000.0,34172,Montpellier,Maison,64.0,3.0,,
10324,2018-453998,2018-07-02,Vente,335000.0,34172,Montpellier,Maison,90.0,4.0,sols,389.0
10394,2018-454038,2018-07-03,Vente,240000.0,34172,Montpellier,Maison,90.0,4.0,sols,175.0
10489,2018-454089,2018-07-12,Vente,252500.0,34172,Montpellier,Maison,130.0,5.0,sols,647.0
10622,2018-454151,2018-07-04,Vente,398000.0,34172,Montpellier,Maison,68.0,3.0,sols,106.0
10651,2018-454167,2018-06-20,Vente,739900.0,34172,Montpellier,Maison,170.0,8.0,sols,1049.0
10794,2018-454244,2018-07-02,Vente,293000.0,34172,Montpellier,Maison,93.0,5.0,,
10807,2018-454251,2018-07-12,Vente,247000.0,34172,Montpellier,Maison,101.0,5.0,sols,162.0
10877,2018-454270,2018-07-10,Vente,292300.0,34172,Montpellier,Maison,77.0,4.0,sols,220.0
10888,2018-454277,2018-07-16,Vente,286000.0,34172,Montpellier,Maison,108.0,5.0,sols,379.0
10899,2018-454285,2018-07-20,Vente,300000.0,34172,Montpellier,Maison,85.0,4.0,,
10992,2018-454332,2018-06-28,Vente,176000.0,34172,Montpellier,Maison,101.0,5.0,,
11058,2018-454356,2018-07-19,Vente,283000.0,34172,Montpellier,Maison,80.0,4.0,sols,554.0
11107,2018-454384,2018-07-19,Vente,164050.0,34172,Montpellier,Maison,59.0,3.0,,
11112,2018-454388,2018-07-02,Vente,288000.0,34172,Montpellier,Maison,90.0,4.0,sols,247.0
11143,2018-454406,2018-07-04,Vente,480000.0,34172,Montpellier,Maison,144.0,3.0,sols,481.0
11254,2018-454476,2018-07-02,Vente,470800.0,34172,Montpellier,Maison,98.0,5.0,sols,239.0
11255,2018-454477,2018-07-02,Vente,177500.0,34172,Montpellier,Maison,113.0,4.0,sols,215.0
11346,2018-454525,2018-07-09,Vente,339300.0,34172,Montpellier,Maison,186.0,5.0,,
11398,2018-454557,2018-07-09,Vente,252000.0,34172,Montpellier,Maison,78.0,5.0,sols,182.0
11405,2018-454562,2018-07-02,Vente,875000.0,34172,Montpellier,Maison,190.0,7.0,sols,341.0
11521,2018-454627,2018-07-10,Vente,664800.0,34172,Montpellier,Maison,154.0,6.0,sols,215.0
11538,2018-454637,2018-07-09,Vente,190000.0,34172,Montpellier,Maison,63.0,3.0,sols,92.0
11552,2018-454648,2018-07-09,Vente,210000.0,34172,Montpellier,Maison,68.0,5.0,sols,203.0
11600,2018-454672,2018-07-12,Vente,681400.0,34172,Montpellier,Maison,158.0,6.0,sols,545.0
11682,2018-454724,2018-07-03,Vente,385000.0,34172,Montpellier,Maison,80.0,6.0,sols,100.0
11886,2018-454834,2018-07-30,Vente,231190.0,34172,Montpellier,Maison,78.0,4.0,,
11924,2018-454853,2018-07-19,Vente,170000.0,34172,Montpellier,Maison,96.0,3.0,sols,210.0
11990,2018-454889,2018-07-11,Vente,406440.0,34172,Montpellier,Maison,72.0,3.0,sols,381.0
11993,2018-454892,2018-07-16,Vente,550000.0,34172,Montpellier,Maison,130.0,5.0,sols,338.0
12008,2018-454903,2018-07-16,Vente,366000.0,34172,Montpellier,Maison,109.0,5.0,,
12068,2018-454936,2018-07-18,Vente,1322500.0,34172,Montpellier,Maison,25.0,1.0,sols,27.0
12072,2018-454937,2018-07-25,Vente,623110.0,34172,Montpellier,Maison,192.0,7.0,sols,376.0
12090,2018-454948,2018-07-12,Vente,221100.0,34172,Montpellier,Maison,119.0,5.0,sols,249.0
12152,2018-454989,2018-07-02,Vente,240000.0,34172,Montpellier,Maison,70.0,4.0,sols,128.0
12193,2018-455006,2018-07-28,Vente,286750.0,34172,Montpellier,Maison,109.0,5.0,sols,196.0
12202,2018-455012,2018-07-13,Vente,290000.0,34172,Montpellier,Maison,54.0,3.0,sols,512.0
12239,2018-455033,2018-07-16,Vente,485000.0,34172,Montpellier,Maison,110.0,4.0,sols,434.0
12265,2018-455050,2018-07-19,Vente,220000.0,34172,Montpellier,Maison,82.0,5.0,,
12279,2018-455060,2018-08-06,Vente,180000.0,34172,Montpellier,Maison,65.0,3.0,,
12295,2018-455070,2018-07-13,Vente,290000.0,34172,Montpellier,Maison,54.0,3.0,sols,512.0
12320,2018-455085,2018-08-03,Vente,253000.0,34172,Montpellier,Maison,70.0,3.0,sols,338.0
12370,2018-455110,2018-07-11,Vente,375000.0,34172,Montpellier,Maison,95.0,4.0,sols,420.0
12383,2018-455119,2018-07-17,Vente,178000.0,34172,Montpellier,Maison,61.0,4.0,sols,83.0
12392,2018-455124,2018-07-13,Vente,299000.0,34172,Montpellier,Maison,82.0,4.0,sols,213.0
12402,2018-455130,2018-07-09,Vente,300000.0,34172,Montpellier,Maison,86.0,5.0,sols,261.0
12416,2018-455140,2018-07-19,Vente,365000.0,34172,Montpellier,Maison,126.0,5.0,sols,469.0
12439,2018-455155,2018-07-16,Vente,226000.0,34172,Montpellier,Maison,101.0,4.0,,
12445,2018-455159,2018-07-17,Vente,275550.0,34172,Montpellier,Maison,90.0,4.0,sols,471.0
12498,2018-455194,2018-07-30,Vente,205000.0,34172,Montpellier,Maison,96.0,5.0,sols,123.0
12512,2018-455202,2018-07-23,Vente,220000.0,34172,Montpellier,Maison,84.0,4.0,,
12515,2018-455204,2018-08-06,Vente,253000.0,34172,Montpellier,Maison,86.0,3.0,sols,452.0
12532,2018-455213,2018-06-15,Vente,250000.0,34172,Montpellier,Maison,51.0,3.0,sols,143.0
12595,2018-455245,2018-07-23,Vente,510000.0,34172,Montpellier,Maison,150.0,7.0,sols,270.0
12622,2018-455263,2018-07-17,Vente,301922.0,34172,Montpellier,Maison,93.0,4.0,sols,293.0
12628,2018-455268,2018-07-13,Vente,311800.0,34172,Montpellier,Maison,80.0,4.0,sols,212.0
12683,2018-455298,2018-07-24,Vente,394000.0,34172,Montpellier,Maison,98.0,4.0,sols,480.0
12692,2018-455302,2018-07-09,Vente,110000.0,34172,Montpellier,Maison,84.0,4.0,sols,791.0
12714,2018-455314,2018-07-12,Vente,1107900.0,34172,Montpellier,Maison,200.0,6.0,sols,1097.0
12715,2018-455314,2018-07-12,Vente,1107900.0,34172,Montpellier,Maison,200.0,6.0,terrains d'agrément,1872.0
12718,2018-455316,2018-08-02,Vente,95000.0,34172,Montpellier,Maison,40.0,2.0,sols,105.0
12774,2018-455340,2018-08-08,Vente,497643.0,34172,Montpellier,Maison,150.0,4.0,sols,376.0
12819,2018-455371,2018-07-18,Vente,125500.0,34172,Montpellier,Maison,46.0,2.0,sols,30.0
12821,2018-455372,2018-07-17,Vente,374677.0,34172,Montpellier,Maison,93.0,4.0,sols,671.0
12836,2018-455383,2018-06-22,Vente,750000.0,34172,Montpellier,Maison,110.0,3.0,sols,1000.0
12837,2018-455383,2018-06-22,Vente,750000.0,34172,Montpellier,Maison,110.0,3.0,terrains d'agrément,687.0
12861,2018-455398,2018-08-02,Vente,284000.0,34172,Montpellier,Maison,100.0,4.0,,
12864,2018-455401,2018-07-19,Vente,267500.0,34172,Montpellier,Maison,87.0,4.0,,
12872,2018-455404,2018-08-03,Vente,270000.0,34172,Montpellier,Maison,119.0,5.0,sols,249.0
12935,2018-455439,2018-08-10,Vente,336000.0,34172,Montpellier,Maison,119.0,5.0,sols,282.0
13085,2018-455529,2018-07-23,Vente,350000.0,34172,Montpellier,Maison,103.0,6.0,sols,450.0
13156,2018-455570,2018-07-27,Vente,360000.0,34172,Montpellier,Maison,102.0,4.0,sols,191.0
13184,2018-455585,2018-07-27,Vente,290000.0,34172,Montpellier,Maison,65.0,4.0,sols,115.0
13195,2018-455592,2018-07-30,Vente,317900.0,34172,Montpellier,Maison,99.0,4.0,sols,276.0
13217,2018-455606,2018-08-03,Vente,425000.0,34172,Montpellier,Maison,162.0,5.0,terrains d'agrément,170.0
13218,2018-455606,2018-08-03,Vente,425000.0,34172,Montpellier,Maison,162.0,5.0,sols,500.0
13239,2018-455620,2018-07-31,Vente,288000.0,34172,Montpellier,Maison,115.0,1.0,,
13261,2018-455635,2018-08-09,Vente,270000.0,34172,Montpellier,Maison,90.0,4.0,sols,283.0
13276,2018-455644,2018-07-24,Vente,278000.0,34172,Montpellier,Maison,80.0,4.0,sols,48.0
13286,2018-455651,2018-07-27,Vente,244500.0,34172,Montpellier,Maison,86.0,4.0,,
13287,2018-455652,2018-07-23,Vente,244700.0,34172,Montpellier,Maison,83.0,4.0,,
13341,2018-455681,2018-08-10,Vente,1250000.0,34172,Montpellier,Maison,238.0,7.0,terrains d'agrément,2890.0
13342,2018-455681,2018-08-10,Vente,1250000.0,34172,Montpellier,Maison,238.0,7.0,sols,500.0
13379,2018-455698,2018-08-21,Vente,325000.0,34172,Montpellier,Maison,140.0,5.0,sols,362.0
13384,2018-455703,2018-08-17,Vente,400000.0,34172,Montpellier,Maison,112.0,6.0,sols,346.0
13386,2018-455705,2018-07-31,Vente,275000.0,34172,Montpellier,Maison,111.0,5.0,sols,329.0
13400,2018-455716,2018-08-08,Vente,185000.0,34172,Montpellier,Maison,103.0,4.0,,
13409,2018-455721,2018-08-08,Vente,150000.0,34172,Montpellier,Maison,103.0,5.0,,
13414,2018-455724,2018-07-31,Vente,195000.0,34172,Montpellier,Maison,65.0,3.0,,
13435,2018-455735,2018-08-20,Vente,390000.0,34172,Montpellier,Maison,82.0,5.0,sols,624.0
13566,2018-455813,2018-08-08,Vente,500000.0,34172,Montpellier,Maison,120.0,5.0,sols,1026.0
13626,2018-455851,2018-08-20,Vente,325120.0,34172,Montpellier,Maison,100.0,5.0,sols,240.0
13663,2018-455875,2018-08-22,Vente,292400.0,34172,Montpellier,Maison,137.0,6.0,sols,659.0
13666,2018-455877,2018-08-24,Vente,273955.0,34172,Montpellier,Maison,111.0,5.0,sols,195.0
13683,2018-455888,2018-08-07,Vente,267000.0,34172,Montpellier,Maison,87.0,4.0,,
13778,2018-455933,2018-07-31,Vente,255240.0,34172,Montpellier,Maison,93.0,4.0,sols,212.0
13795,2018-455944,2018-08-14,Vente,440000.0,34172,Montpellier,Maison,120.0,6.0,sols,467.0
13853,2018-455973,2018-08-06,Vente,375000.0,34172,Montpellier,Maison,130.0,5.0,sols,345.0
13908,2018-456008,2018-08-13,Vente,403500.0,34172,Montpellier,Maison,117.0,4.0,sols,537.0
13909,2018-456008,2018-08-13,Vente,403500.0,34172,Montpellier,Maison,15.0,1.0,sols,537.0
13911,2018-456010,2018-08-13,Vente,466000.0,34172,Montpellier,Maison,145.0,5.0,sols,407.0
13922,2018-456017,2018-08-28,Vente,530050.0,34172,Montpellier,Maison,82.0,5.0,sols,116.0
13948,2018-456034,2018-08-13,Vente,224000.0,34172,Montpellier,Maison,68.0,3.0,,
14023,2018-456082,2018-08-29,Vente,328500.0,34172,Montpellier,Maison,101.0,5.0,sols,237.0
14024,2018-456083,2018-08-09,Vente,335000.0,34172,Montpellier,Maison,42.0,4.0,sols,40.0
14032,2018-456089,2018-08-27,Vente,399550.0,34172,Montpellier,Maison,95.0,4.0,sols,284.0
14045,2018-456097,2018-08-27,Vente,367723.5,34172,Montpellier,Maison,80.0,3.0,sols,760.0
14063,2018-456110,2018-08-08,Vente,270000.0,34172,Montpellier,Maison,87.0,4.0,,
14093,2018-456127,2018-08-23,Vente,162000.0,34172,Montpellier,Maison,88.0,4.0,,
14122,2018-456137,2018-08-23,Vente,220000.0,34172,Montpellier,Maison,100.0,4.0,sols,466.0
14145,2018-456153,2018-08-27,Vente,350000.0,34172,Montpellier,Maison,80.0,4.0,sols,255.0
14178,2018-456172,2018-08-17,Vente,230225.0,34172,Montpellier,Maison,86.0,4.0,,
14185,2018-456176,2018-08-30,Vente,198000.0,34172,Montpellier,Maison,87.0,4.0,sols,198.0
14194,2018-456182,2018-08-31,Vente,191200.0,34172,Montpellier,Maison,89.0,4.0,sols,190.0
14198,2018-456185,2018-08-29,Vente,339970.0,34172,Montpellier,Maison,140.0,4.0,sols,427.0
14262,2018-456222,2018-08-27,Vente,557000.0,34172,Montpellier,Maison,160.0,6.0,sols,687.0
14299,2018-456234,2018-08-30,Vente,210700.0,34172,Montpellier,Maison,87.0,5.0,sols,186.0
14347,2018-456261,2018-08-31,Vente,205000.0,34172,Montpellier,Maison,67.0,3.0,sols,129.0
14369,2018-456278,2018-08-10,Vente,335000.0,34172,Montpellier,Maison,96.0,4.0,sols,169.0
14388,2018-456290,2018-08-08,Vente,236500.0,34172,Montpellier,Maison,70.0,3.0,sols,403.0
14413,2018-456306,2018-08-20,Vente,253250.0,34172,Montpellier,Maison,95.0,4.0,sols,273.0
14441,2018-456324,2018-08-10,Vente,345570.0,34172,Montpellier,Maison,99.0,5.0,sols,509.0
14541,2018-456380,2018-08-16,Vente,225000.0,34172,Montpellier,Maison,83.0,4.0,,
14573,2018-456402,2018-08-21,Vente,86976.0,34172,Montpellier,Maison,99.0,5.0,,
14669,2018-456461,2018-08-22,Vente,492000.0,34172,Montpellier,Maison,147.0,7.0,,
14677,2018-456466,2018-08-13,Vente,436800.0,34172,Montpellier,Maison,117.0,4.0,sols,581.0
14737,2018-456498,2018-08-20,Vente,736800.0,34172,Montpellier,Maison,172.0,6.0,sols,722.0
14750,2018-456504,2018-08-21,Vente,492600.0,34172,Montpellier,Maison,130.0,5.0,sols,521.0
14773,2018-456517,2018-08-23,Vente,489600.0,34172,Montpellier,Maison,132.0,7.0,sols,965.0
14777,2018-456519,2018-09-07,Vente,260000.0,34172,Montpellier,Maison,80.0,4.0,,
14798,2018-456534,2018-08-27,Vente,183000.0,34172,Montpellier,Maison,56.0,3.0,,
14832,2018-456556,2018-08-27,Vente,828500.0,34172,Montpellier,Maison,176.0,5.0,terrains d'agrément,642.0
14833,2018-456556,2018-08-27,Vente,828500.0,34172,Montpellier,Maison,176.0,5.0,sols,500.0
14916,2018-456603,2018-08-28,Vente,73710.0,34172,Montpellier,Maison,84.0,4.0,,
14936,2018-456617,2018-08-30,Vente,154000.0,34172,Montpellier,Maison,54.0,3.0,sols,65.0
14939,2018-456619,2018-09-11,Vente,280000.0,34172,Montpellier,Maison,96.0,4.0,sols,189.0
15026,2018-456670,2018-09-12,Vente,445000.0,34172,Montpellier,Maison,60.0,3.0,sols,261.0
15180,2018-456767,2018-07-18,Vente,350000.0,34172,Montpellier,Maison,116.0,6.0,sols,596.0
15195,2018-456774,2018-08-10,Vente,448000.0,34172,Montpellier,Maison,48.0,3.0,sols,328.0
15216,2018-456787,2018-09-07,Vente,195000.0,34172,Montpellier,Maison,62.0,3.0,sols,49.0
15231,2018-456796,2018-08-20,Vente,341700.0,34172,Montpellier,Maison,81.0,4.0,,
15245,2018-456804,2018-08-23,Vente,355000.0,34172,Montpellier,Maison,88.0,5.0,sols,334.0
15288,2018-456827,2018-09-03,Vente,369950.0,34172,Montpellier,Maison,170.0,7.0,sols,173.0
15298,2018-456835,2018-08-21,Vente,402520.0,34172,Montpellier,Maison,100.0,5.0,,
15308,2018-456841,2018-08-29,Vente,270000.0,34172,Montpellier,Maison,85.0,4.0,sols,192.0
15349,2018-456863,2018-09-13,Vente,254900.0,34172,Montpellier,Maison,76.0,4.0,sols,133.0
15350,2018-456864,2018-08-23,Vente,214000.0,34172,Montpellier,Maison,70.0,3.0,sols,139.0
15387,2018-456888,2018-08-24,Vente,193134.6,34172,Montpellier,Maison,87.0,4.0,,
15560,2018-456936,2018-09-12,Vente,634800.0,34172,Montpellier,Maison,168.0,5.0,sols,571.0
15617,2018-456966,2018-09-21,Vente,434480.0,34172,Montpellier,Maison,112.0,6.0,sols,245.0
15791,2018-457053,2018-08-28,Vente,363000.0,34172,Montpellier,Maison,112.0,5.0,sols,308.0
15833,2018-457072,2018-08-30,Vente,313100.0,34172,Montpellier,Maison,106.0,3.0,sols,276.0
15872,2018-457092,2018-09-04,Vente,273000.0,34172,Montpellier,Maison,78.0,4.0,sols,329.0
15909,2018-457110,2018-08-07,Vente,1082210.0,34172,Montpellier,Maison,179.0,4.0,sols,92.0
15927,2018-457121,2018-09-11,Vente,75000.0,34172,Montpellier,Maison,89.0,5.0,sols,45.0
15985,2018-457154,2018-09-24,Vente,235000.0,34172,Montpellier,Maison,48.0,3.0,sols,46.0
16002,2018-457160,2018-08-31,Vente,245370.0,34172,Montpellier,Maison,56.0,3.0,sols,204.0
16027,2018-457176,2018-09-03,Vente,181000.0,34172,Montpellier,Maison,50.0,2.0,sols,157.0
16061,2018-457196,2018-09-11,Vente,262000.0,34172,Montpellier,Maison,83.0,4.0,sols,207.0
16115,2018-457225,2018-09-17,Vente,328200.0,34172,Montpellier,Maison,102.0,6.0,sols,234.0
16170,2018-457254,2018-09-10,Vente,408000.0,34172,Montpellier,Maison,98.0,5.0,sols,203.0
16173,2018-457257,2018-09-21,Vente,283600.0,34172,Montpellier,Maison,86.0,4.0,,
16174,2018-457258,2018-09-26,Vente,332000.0,34172,Montpellier,Maison,68.0,4.0,sols,326.0
16303,2018-457340,2018-09-14,Vente,131000.0,34172,Montpellier,Maison,51.0,3.0,sols,52.0
16305,2018-457342,2018-09-19,Vente,249400.0,34172,Montpellier,Maison,56.0,3.0,,
16331,2018-457358,2018-07-31,Vente,706900.0,34172,Montpellier,Maison,190.0,5.0,sols,600.0
16404,2018-457400,2018-09-28,Vente,1100000.0,34172,Montpellier,Maison,136.0,5.0,sols,1152.0
16409,2018-457403,2018-09-19,Vente,278000.0,34172,Montpellier,Maison,63.0,4.0,sols,382.0
16432,2018-457415,2018-09-28,Vente,210000.0,34172,Montpellier,Maison,60.0,2.0,sols,60.0
16436,2018-457418,2018-09-14,Vente,237500.0,34172,Montpellier,Maison,78.0,4.0,,
16440,2018-457420,2018-09-10,Vente,411620.0,34172,Montpellier,Maison,76.0,4.0,sols,370.0
16486,2018-457447,2018-08-24,Vente,690000.0,34172,Montpellier,Maison,140.0,6.0,sols,355.0
16487,2018-457447,2018-08-24,Vente,690000.0,34172,Montpellier,Maison,140.0,6.0,terrains d'agrément,1043.0
16548,2018-457482,2018-09-10,Vente,195000.0,34172,Montpellier,Maison,48.0,3.0,,
16582,2018-457504,2018-09-25,Vente,260000.0,34172,Montpellier,Maison,68.0,4.0,sols,461.0
16628,2018-457532,2018-09-26,Vente,349200.0,34172,Montpellier,Maison,90.0,4.0,sols,194.0
16691,2018-457569,2018-09-27,Vente,372300.0,34172,Montpellier,Maison,51.0,3.0,sols,379.0
16798,2018-457635,2018-09-20,Vente,293550.0,34172,Montpellier,Maison,89.0,4.0,sols,230.0
16813,2018-457643,2018-09-25,Vente,450000.0,34172,Montpellier,Maison,70.0,3.0,,
16814,2018-457643,2018-09-25,Vente,450000.0,34172,Montpellier,Maison,112.0,4.0,,
16824,2018-457648,2018-10-02,Vente,359040.0,34172,Montpellier,Maison,107.0,3.0,sols,330.0
16856,2018-457665,2018-09-21,Vente,462800.0,34172,Montpellier,Maison,180.0,5.0,sols,763.0
16882,2018-457682,2018-10-05,Vente,853450.0,34172,Montpellier,Maison,95.0,5.0,sols,489.0
16978,2018-457742,2018-10-11,Vente,208520.0,34172,Montpellier,Maison,80.0,5.0,sols,342.0
16995,2018-457754,2018-09-14,Vente,280000.0,34172,Montpellier,Maison,97.0,4.0,sols,82.0
17178,2018-457864,2018-09-28,Vente,419000.0,34172,Montpellier,Maison,129.0,4.0,sols,348.0
17183,2018-457868,2018-10-05,Vente,183000.0,34172,Montpellier,Maison,78.0,3.0,sols,194.0
17184,2018-457869,2018-10-02,Vente,250000.0,34172,Montpellier,Maison,74.0,3.0,sols,485.0
17201,2018-457877,2018-06-28,Vente,370000.0,34172,Montpellier,Maison,108.0,5.0,sols,472.0
17206,2018-457881,2018-09-28,Vente,310000.0,34172,Montpellier,Maison,121.0,5.0,sols,325.0
17210,2018-457884,2018-09-26,Vente,325000.0,34172,Montpellier,Maison,74.0,4.0,sols,486.0
17299,2018-457926,2018-09-28,Vente,430000.0,34172,Montpellier,Maison,102.0,5.0,sols,307.0
17303,2018-457929,2018-09-20,Vente,300000.0,34172,Montpellier,Maison,130.0,5.0,sols,503.0
17312,2018-457936,2018-10-08,Vente,300000.0,34172,Montpellier,Maison,97.0,5.0,sols,314.0
17456,2018-457998,2018-10-12,Vente,240700.0,34172,Montpellier,Maison,88.0,3.0,sols,77.0
17459,2018-458000,2018-10-05,Vente,340000.0,34172,Montpellier,Maison,101.0,4.0,sols,80.0
17488,2018-458018,2018-10-15,Vente,195000.0,34172,Montpellier,Maison,63.0,3.0,,
17519,2018-458038,2018-09-25,Vente,325000.0,34172,Montpellier,Maison,93.0,6.0,sols,526.0
17524,2018-458041,2018-10-04,Vente,559000.0,34172,Montpellier,Maison,120.0,4.0,sols,312.0
17548,2018-458052,2018-09-19,Vente,130000.0,34172,Montpellier,Maison,48.0,3.0,sols,32.0
17581,2018-458073,2018-10-02,Vente,343700.0,34172,Montpellier,Maison,77.0,4.0,sols,140.0
17602,2018-458086,2018-10-10,Vente,350000.0,34172,Montpellier,Maison,118.0,7.0,sols,401.0
17654,2018-458117,2018-10-11,Vente,138160.0,34172,Montpellier,Maison,72.0,4.0,sols,114.0
17679,2018-458132,2018-10-19,Vente,484885.0,34172,Montpellier,Maison,88.0,5.0,sols,388.0
17706,2018-458143,2018-10-16,Vente,559550.0,34172,Montpellier,Maison,100.0,3.0,sols,695.0
17724,2018-458157,2018-09-25,Vente,252500.0,34172,Montpellier,Maison,91.0,6.0,sols,201.0
17820,2018-458215,2018-10-18,Vente,300000.0,34172,Montpellier,Maison,175.0,4.0,sols,1000.0
17855,2018-458229,2018-10-17,Vente,21000.0,34172,Montpellier,Maison,87.0,4.0,sols,398.0
18010,2018-458299,2018-09-27,Vente,400000.0,34172,Montpellier,Maison,70.0,3.0,sols,515.0
18067,2018-458325,2018-10-10,Vente,235000.0,34172,Montpellier,Maison,64.0,3.0,,
18070,2018-458327,2018-09-28,Vente,430000.0,34172,Montpellier,Maison,93.0,5.0,sols,171.0
18100,2018-458346,2018-10-18,Vente,371000.0,34172,Montpellier,Maison,110.0,5.0,sols,288.0
18116,2018-458354,2018-09-27,Vente,360000.0,34172,Montpellier,Maison,98.0,4.0,sols,429.0
18184,2018-458389,2018-10-18,Vente,1250000.0,34172,Montpellier,Maison,236.0,8.0,,
18198,2018-458398,2018-10-08,Vente,361000.0,34172,Montpellier,Maison,120.0,4.0,sols,283.0
18486,2018-458563,2018-10-03,Vente,208000.0,34172,Montpellier,Maison,76.0,5.0,sols,320.0
18493,2018-458567,2018-10-10,Vente,192000.0,34172,Montpellier,Maison,45.0,2.0,,
18501,2018-458572,2018-10-26,Vente,556500.0,34172,Montpellier,Maison,200.0,8.0,sols,175.0
18511,2018-458576,2018-10-17,Vente,400000.0,34172,Montpellier,Maison,136.0,4.0,sols,428.0
